date,line,station,category,00~01,01~02
04/01/2014,2호선,구의(213),하차,,
04/01/2014,2호선,강변(214),승차,,
04/01/2014,2호선,강변(214),하차,,
04/01/2014,2호선,잠실나루(215),승차,,
04/01/2014,2호선,잠실나루(215),하차,,
04/01/2014,2호선,잠실(216),승차,,
04/01/2014,2호선,잠실(216),하차,,
04/01/2014,2호선,신천(217),승차,,
04/01/2014,2호선,신천(217),하차,,
04/01/2014,2호선,종합운동장(218),승차,,
04/01/2014,2호선,종합운동장(218),하차,1,
04/01/2014,2호선,삼성(219),승차,5,
04/01/2014,2호선,삼성(219),하차,652,
04/01/2014,2호선,선릉(220),승차,,
04/01/2014,2호선,선릉(220),하차,129,
04/01/2014,2호선,역삼(221),승차,1,
04/01/2014,2호선,역삼(221),하차,48,
04/01/2014,2호선,강남(222),승차,,
04/01/2014,2호선,강남(222),하차,30,
04/01/2014,2호선,교대(223),승차,,
04/01/2014,2호선,교대(223),하차,65,
04/01/2014,2호선,서초(224),승차,,
04/01/2014,2호선,서초(224),하차,,
04/01/2014,2호선,방배(225),승차,,
04/01/2014,2호선,방배(225),하차,,
04/01/2014,2호선,사당(226),승차,2,
04/01/2014,2호선,사당(226),하차,187,
04/01/2014,2호선,낙성대(227),승차,,
04/01/2014,2호선,낙성대(227),하차,191,
04/01/2014,2호선,서울대입구(228),승차,,
04/01/2014,2호선,서울대입구(228),하차,1287,
04/01/2014,2호선,봉천(229),승차,,
04/01/2014,2호선,봉천(229),하차,58,
04/01/2014,2호선,신림(230),승차,,
04/01/2014,2호선,신림(230),하차,8,
04/01/2014,2호선,신대방(231),승차,,
04/01/2014,2호선,신대방(231),하차,1,
04/01/2014,2호선,구로디지털단지(232),승차,,
04/01/2014,2호선,구로디지털단지(232),하차,21,
04/01/2014,2호선,대림(233),승차,1,
04/01/2014,2호선,대림(233),하차,161,
04/01/2014,2호선,신도림(234),승차,2,
04/01/2014,2호선,신도림(234),하차,1438,
04/01/2014,2호선,문래(235),승차,,
04/01/2014,2호선,문래(235),하차,62,
04/01/2014,2호선,영등포구청(236),승차,2,
04/01/2014,2호선,영등포구청(236),하차,62,
04/01/2014,2호선,당산(237),승차,,
04/01/2014,2호선,당산(237),하차,22,
04/01/2014,2호선,합정(238),승차,,
04/01/2014,2호선,합정(238),하차,2,
04/01/2014,2호선,홍대입구(239),승차,19,
04/01/2014,2호선,홍대입구(239),하차,763,
04/01/2014,2호선,신촌(240),승차,4,
04/01/2014,2호선,신촌(240),하차,124,
04/01/2014,2호선,이대(241),승차,,
04/01/2014,2호선,이대(241),하차,37,
04/01/2014,2호선,아현(242),승차,,
04/01/2014,2호선,아현(242),하차,,
04/01/2014,2호선,충정로(243),승차,1,
04/01/2014,2호선,충정로(243),하차,5,
04/01/2014,2호선,용답(244),승차,,
04/01/2014,2호선,용답(244),하차,,
04/01/2014,2호선,신답(245),승차,,
04/01/2014,2호선,신답(245),하차,,
04/01/2014,2호선,신설동(246),승차,1,
04/01/2014,2호선,신설동(246),하차,2,
04/01/2014,2호선,도림천(247),승차,,
04/01/2014,2호선,도림천(247),하차,,
04/01/2014,2호선,양천구청(248),승차,,
04/01/2014,2호선,양천구청(248),하차,1,
04/01/2014,2호선,신정네거리(249),승차,,
04/01/2014,2호선,신정네거리(249),하차,31,
04/01/2014,2호선,용두(250),승차,,
04/01/2014,2호선,용두(250),하차,5,
04/01/2014,3호선,지축(309),승차,,
04/01/2014,3호선,지축(309),하차,,
04/01/2014,3호선,구파발(310),승차,,
04/01/2014,3호선,구파발(310),하차,112,
04/01/2014,3호선,연신내(311),승차,,
04/01/2014,3호선,연신내(311),하차,139,
04/01/2014,3호선,불광(312),승차,1,
04/01/2014,3호선,불광(312),하차,71,
04/01/2014,3호선,녹번(313),승차,,
04/01/2014,3호선,녹번(313),하차,30,
04/01/2014,3호선,홍제(314),승차,,
04/01/2014,3호선,홍제(314),하차,,
04/01/2014,3호선,무악재(315),승차,,
04/01/2014,3호선,무악재(315),하차,1,
04/01/2014,3호선,독립문(316),승차,,
04/01/2014,3호선,독립문(316),하차,193,
04/01/2014,3호선,경복궁(317),승차,2,
04/01/2014,3호선,경복궁(317),하차,32,
04/01/2014,3호선,안국(318),승차,1,
04/01/2014,3호선,안국(318),하차,23,
04/01/2014,3호선,종로3가(319),승차,,
04/01/2014,3호선,종로3가(319),하차,23,
04/01/2014,3호선,을지로3가(320),승차,,
04/01/2014,3호선,을지로3가(320),하차,1,
04/01/2014,3호선,동대입구(322),승차,,
04/01/2014,3호선,동대입구(322),하차,17,
04/01/2014,3호선,약수(323),승차,1,
04/01/2014,3호선,약수(323),하차,209,
04/01/2014,3호선,금호(324),승차,,
04/01/2014,3호선,금호(324),하차,,
04/01/2014,3호선,옥수(325),승차,,
04/01/2014,3호선,옥수(325),하차,17,
04/01/2014,3호선,압구정(326),승차,,
04/01/2014,3호선,압구정(326),하차,125,
04/01/2014,3호선,신사(327),승차,,
04/01/2014,3호선,신사(327),하차,,
04/01/2014,3호선,잠원(328),승차,,
04/01/2014,3호선,잠원(328),하차,,
04/01/2014,3호선,고속터미널(329),승차,,
04/01/2014,3호선,고속터미널(329),하차,60,
04/01/2014,3호선,교대(330),승차,,
04/01/2014,3호선,교대(330),하차,24,
04/01/2014,3호선,남부터미널(331),승차,,
04/01/2014,3호선,남부터미널(331),하차,44,
04/01/2014,3호선,양재(332),승차,,
04/01/2014,3호선,양재(332),하차,86,
04/01/2014,3호선,매봉(333),승차,,
04/01/2014,3호선,매봉(333),하차,23,
04/01/2014,3호선,도곡(334),승차,,
04/01/2014,3호선,도곡(334),하차,75,
04/01/2014,3호선,대치(335),승차,2,
04/01/2014,3호선,대치(335),하차,8,
04/01/2014,3호선,학여울(336),승차,,
04/01/2014,3호선,학여울(336),하차,1,
04/01/2014,3호선,대청(337),승차,1,
04/01/2014,3호선,대청(337),하차,43,
04/01/2014,3호선,일원(338),승차,,
04/01/2014,3호선,일원(338),하차,14,
04/01/2014,3호선,수서(339),승차,,
04/01/2014,3호선,수서(339),하차,89,
04/01/2014,3호선,가락시장(340),승차,,
04/01/2014,3호선,가락시장(340),하차,22,
04/01/2014,3호선,경찰병원(341),승차,,
04/01/2014,3호선,경찰병원(341),하차,16,
04/01/2014,3호선,오금(342),승차,,
04/01/2014,3호선,오금(342),하차,32,
04/01/2014,4호선,당고개(409),승차,,
04/01/2014,4호선,당고개(409),하차,45,
04/01/2014,4호선,상계(410),승차,,
04/01/2014,4호선,상계(410),하차,111,
04/01/2014,4호선,노원(411),승차,1,
04/01/2014,4호선,노원(411),하차,191,
04/01/2014,4호선,창동(412),승차,19,
04/01/2014,4호선,창동(412),하차,259,
04/01/2014,4호선,쌍문(413),승차,,
04/01/2014,4호선,쌍문(413),하차,,
04/01/2014,4호선,수유(강북구청)(414),승차,,
04/01/2014,4호선,수유(강북구청)(414),하차,,
04/01/2014,4호선,미아(415),승차,,
04/01/2014,4호선,미아(415),하차,,
04/01/2014,4호선,미아사거리(416),승차,,
04/01/2014,4호선,미아사거리(416),하차,,
04/01/2014,4호선,길음(417),승차,,
04/01/2014,4호선,길음(417),하차,,
04/01/2014,4호선,성신여대입구(418),승차,,
04/01/2014,4호선,성신여대입구(418),하차,,
04/01/2014,4호선,한성대입구(419),승차,1,
04/01/2014,4호선,한성대입구(419),하차,704,
04/01/2014,4호선,혜화(420),승차,2,
04/01/2014,4호선,혜화(420),하차,26,
04/01/2014,4호선,동대문(421),승차,3,
04/01/2014,4호선,동대문(421),하차,37,
04/01/2014,4호선,동대문역사문화공원(422),승차,,
04/01/2014,4호선,동대문역사문화공원(422),하차,18,
04/01/2014,4호선,충무로(423),승차,,
04/01/2014,4호선,충무로(423),하차,59,
04/01/2014,4호선,명동(424),승차,,
04/01/2014,4호선,명동(424),하차,14,
04/01/2014,4호선,회현(425),승차,,
04/01/2014,4호선,회현(425),하차,14,
04/01/2014,4호선,서울역(426),승차,,
04/01/2014,4호선,서울역(426),하차,124,
04/01/2014,4호선,숙대입구(427),승차,,
04/01/2014,4호선,숙대입구(427),하차,,
04/01/2014,4호선,삼각지(428),승차,,
04/01/2014,4호선,삼각지(428),하차,10,
04/01/2014,4호선,신용산(429),승차,,
04/01/2014,4호선,신용산(429),하차,,
04/01/2014,4호선,이촌(430),승차,,
04/01/2014,4호선,이촌(430),하차,,
04/01/2014,4호선,동작(431),승차,,
04/01/2014,4호선,동작(431),하차,10,
04/01/2014,4호선,총신대입구(432),승차,,
04/01/2014,4호선,총신대입구(432),하차,75,
04/01/2014,4호선,사당(433),승차,3,
04/01/2014,4호선,사당(433),하차,181,
04/01/2014,4호선,남태령(434),승차,,
04/01/2014,4호선,남태령(434),하차,12,
05/01/2014,1호선,서울역(150),승차,52,
05/01/2014,1호선,서울역(150),하차,145,
05/01/2014,1호선,시청(151),승차,9,
05/01/2014,1호선,시청(151),하차,20,
05/01/2014,1호선,종각(152),승차,34,
05/01/2014,1호선,종각(152),하차,32,
05/01/2014,1호선,종로3가(153),승차,4,
05/01/2014,1호선,종로3가(153),하차,66,
05/01/2014,1호선,종로5가(154),승차,4,
05/01/2014,1호선,종로5가(154),하차,35,
05/01/2014,1호선,동대문(155),승차,6,
05/01/2014,1호선,동대문(155),하차,116,
05/01/2014,1호선,신설동(156),승차,2,
05/01/2014,1호선,신설동(156),하차,19,
05/01/2014,1호선,제기동(157),승차,1,
05/01/2014,1호선,제기동(157),하차,24,
05/01/2014,1호선,청량리(지하)(158),승차,4,
05/01/2014,1호선,청량리(지하)(158),하차,60,
05/01/2014,1호선,동묘앞(159),승차,,
05/01/2014,1호선,동묘앞(159),하차,94,
05/01/2014,2호선,시청(201),승차,,
05/01/2014,2호선,시청(201),하차,8,
05/01/2014,2호선,을지로입구(202),승차,,
05/01/2014,2호선,을지로입구(202),하차,190,
05/01/2014,2호선,을지로3가(203),승차,,
05/01/2014,2호선,을지로3가(203),하차,8,
05/01/2014,2호선,을지로4가(204),승차,,
05/01/2014,2호선,을지로4가(204),하차,,
05/01/2014,2호선,동대문역사문화공원(205),승차,,
05/01/2014,2호선,동대문역사문화공원(205),하차,3,
05/01/2014,2호선,신당(206),승차,,
05/01/2014,2호선,신당(206),하차,2,
05/01/2014,2호선,상왕십리(207),승차,,
05/01/2014,2호선,상왕십리(207),하차,,
05/01/2014,2호선,왕십리(208),승차,1,
05/01/2014,2호선,왕십리(208),하차,10,
05/01/2014,2호선,한양대(209),승차,,1
05/01/2014,2호선,한양대(209),하차,,
05/01/2014,2호선,뚝섬(210),승차,,
05/01/2014,2호선,뚝섬(210),하차,35,
05/01/2014,2호선,성수(211),승차,,
05/01/2014,2호선,성수(211),하차,194,
05/01/2014,2호선,건대입구(212),승차,,
05/01/2014,2호선,건대입구(212),하차,96,
05/01/2014,2호선,구의(213),승차,1,
05/01/2014,2호선,구의(213),하차,1,
05/01/2014,2호선,강변(214),승차,,
